index,true_label,candidate_labels,complementary_label
18918,41,"['pine_tree'; 'couch']",pine_tree
18919,43,"['bottle'; 'willow_tree']",bottle
18920,7,"['raccoon'; 'lawn_mower']",raccoon
18921,33,"['chimpanzee'; 'mushroom']",mushroom
18922,82,"['motorcycle'; 'flatfish']",motorcycle
18923,25,"['beaver'; 'tulip']",tulip
18924,94,"['boy'; 'lobster']",lobster
18925,40,"['tulip'; 'bear']",bear
18926,92,"['plain'; 'worm']",worm
18927,93,"['table'; 'lion']",lion
18928,20,"['forest'; 'poppy']",forest
18929,25,"['tulip'; 'beaver']",beaver
18930,28,"['rabbit'; 'wolf']",wolf
18931,2,"['tractor'; 'worm']",worm
18932,18,"['trout'; 'bottle']",bottle
18933,99,"['dinosaur'; 'rose']",rose
18934,42,"['skyscraper'; 'cattle']",cattle
18935,94,"['lobster'; 'boy']",boy
18936,77,"['pine_tree'; 'tulip']",pine_tree
18937,82,"['motorcycle'; 'flatfish']",motorcycle
18938,59,"['oak_tree'; 'mountain']",mountain
18939,19,"['road'; 'motorcycle']",motorcycle
18940,15,"['rose'; 'snail']",rose
18941,61,"['woman'; 'whale']",whale
18942,76,"['lizard'; 'kangaroo']",lizard
18943,17,"['turtle'; 'crocodile']",turtle
18944,60,"['mushroom'; 'clock']",clock
18945,16,"['oak_tree'; 'train']",Oak tree
18946,74,"['man'; 'lawn_mower']",lawn_mower
18947,68,"['bridge'; 'sea']",sea
18948,10,"['willow_tree'; 'squirrel']",squirrel
18949,14,"['oak_tree'; 'ray']",oak_tree
18950,62,"['crocodile'; 'plain']",crocodile
18951,8,"['seal'; 'rose']",rose
18952,57,"['worm'; 'fox']",worm
18953,28,"['wolf'; 'rabbit']",wolf
18954,99,"['rose'; 'dinosaur']",dinosaur
18955,26,"['pear'; 'crab']",pear
18956,12,"['beetle'; 'bear']",bear
18957,66,"['kangaroo'; 'pear']",pear
18958,90,"['bus'; 'road']",bus
18959,17,"['turtle'; 'crocodile']",turtle
18960,70,"['road'; 'cup']",cup
18961,88,"['ray'; 'camel']",camel
18962,57,"['worm'; 'fox']",fox
18963,44,"['cloud'; 'flatfish']",cloud
18964,58,"['trout'; 'fox']",fox
18965,12,"['bear'; 'beetle']",bear
18966,47,"['raccoon'; 'tank']",tank
18967,96,"['sea'; 'woman']",woman
18968,9,"['camel'; 'mouse']",camel
18969,70,"['cup'; 'road']",road
18970,33,"['mushroom'; 'chimpanzee']",chimpanzee
18971,97,"['crocodile'; 'motorcycle']",crocodile
18972,37,"['lawn_mower'; 'cloud']",lawn_mower
18973,89,"['bed'; 'bear']",bear
18974,2,"['tractor'; 'worm']",worm
18975,61,"['whale'; 'woman']",whale
18976,13,"['cup'; 'bottle']",cup
18977,65,"['crab'; 'can']",can
18978,21,"['mouse'; 'woman']",mouse
18979,6,"['castle'; 'beetle']",castle
18980,12,"['bear'; 'beetle']",bear
18981,67,"['man'; 'motorcycle']",motorcycle
18982,97,"['crocodile'; 'motorcycle']",crocodile
18983,92,"['plain'; 'worm']",worm
18984,56,"['willow_tree'; 'snail']",snail
18985,59,"['oak_tree'; 'mountain']",mountain
18986,90,"['bus'; 'road']",bus
18987,95,"['oak_tree'; 'pear']",Oak tree
18988,65,"['crab'; 'can']",can
18989,7,"['raccoon'; 'lawn_mower']",raccoon
18990,98,"['pine_tree'; 'pickup_truck']",pine_tree
18991,29,"['girl'; 'sunflower']",sunflower
18992,25,"['beaver'; 'tulip']",tulip
18993,46,"['table'; 'orange']",orange
18994,46,"['table'; 'orange']",table
18995,48,"['skunk'; 'bottle']",skunk
18996,49,"['beetle'; 'raccoon']",beetle
18997,55,"['bicycle'; 'skyscraper']",skyscraper
18998,98,"['pine_tree'; 'pickup_truck']",pine_tree
18999,64,"['tractor'; 'shark']",tractor
19000,75,"['lizard'; 'boy']",lizard
19001,91,"['camel'; 'mouse']",camel
19002,0,"['flatfish'; 'train']",train
19003,79,"['spider'; 'butterfly']",butterfly
19004,22,"['possum'; 'lizard']",possum
19005,91,"['camel'; 'mouse']",camel
19006,73,"['chair'; 'shark']",chair
19007,87,"['man'; 'bus']",bus
19008,19,"['motorcycle'; 'road']",motorcycle
19009,34,"['chimpanzee'; 'baby']",chimpanzee
19010,25,"['tulip'; 'beaver']",beaver
19011,43,"['bottle'; 'willow_tree']",bottle
19012,64,"['shark'; 'tractor']",tractor
19013,75,"['lizard'; 'boy']",lizard
19014,98,"['pickup_truck'; 'pine_tree']",Pine tree
19015,48,"['skunk'; 'bottle']",skunk
19016,33,"['mushroom'; 'chimpanzee']",chimpanzee
19017,86,"['lizard'; 'tank']",lizard
19018,79,"['spider'; 'butterfly']",butterfly
19019,36,"['clock'; 'woman']",clock
19020,22,"['possum'; 'lizard']",possum
19021,8,"['rose'; 'seal']",seal
19022,41,"['couch'; 'pine_tree']",pine_tree
19023,98,"['pine_tree'; 'pickup_truck']",pine_tree
19024,14,"['oak_tree'; 'ray']",oak_tree
19025,16,"['train'; 'oak_tree']",train
19026,65,"['crab'; 'can']",crab
19027,53,"['orchid'; 'pine_tree']",pine_tree
19028,87,"['man'; 'bus']",bus
19029,21,"['woman'; 'mouse']",mouse
19030,96,"['woman'; 'sea']",sea
19031,9,"['camel'; 'mouse']",mouse
19032,55,"['bicycle'; 'skyscraper']",skyscraper
19033,93,"['lion'; 'table']",table
19034,78,"['poppy'; 'bus']",bus
19035,79,"['butterfly'; 'spider']",butterfly
19036,33,"['chimpanzee'; 'mushroom']",chimpanzee
19037,0,"['train'; 'flatfish']",train
19038,15,"['snail'; 'rose']",rose
19039,30,"['raccoon'; 'orchid']",raccoon
19040,28,"['wolf'; 'rabbit']",wolf
19041,21,"['mouse'; 'woman']",woman
19042,10,"['squirrel'; 'willow_tree']",squirrel
19043,89,"['bear'; 'bed']",bear
19044,84,"['maple_tree'; 'pickup_truck']",maple_tree
19045,43,"['bottle'; 'willow_tree']",bottle
19046,83,"['oak_tree'; 'couch']",couch
19047,66,"['pear'; 'kangaroo']",kangaroo
19048,49,"['beetle'; 'raccoon']",beetle
19049,50,"['bed'; 'otter']",otter
19050,3,"['cup'; 'bed']",cup
19051,0,"['flatfish'; 'train']",train
19052,16,"['train'; 'oak_tree']",Oak tree
19053,86,"['tank'; 'lizard']",tank
19054,89,"['bed'; 'bear']",bear
19055,9,"['camel'; 'mouse']",camel
19056,92,"['plain'; 'worm']",worm
19057,97,"['crocodile'; 'motorcycle']",crocodile
19058,37,"['lawn_mower'; 'cloud']",lawn_mower
19059,35,"['orchid'; 'crocodile']",crocodile
19060,82,"['flatfish'; 'motorcycle']",motorcycle
19061,46,"['table'; 'orange']",orange
19062,63,"['sweet_pepper'; 'lion']",lion
19063,85,"['bus'; 'ray']",ray
19064,13,"['bottle'; 'cup']",cup
19065,64,"['tractor'; 'shark']",tractor
19066,29,"['girl'; 'sunflower']",sunflower
19067,59,"['oak_tree'; 'mountain']",mountain
19068,6,"['beetle'; 'castle']",castle
19069,38,"['rose'; 'sunflower']",rose
19070,23,"['dinosaur'; 'mouse']",mouse
19071,19,"['motorcycle'; 'road']",motorcycle
19072,2,"['tractor'; 'worm']",worm
19073,89,"['bear'; 'bed']",bear
19074,2,"['tractor'; 'worm']",tractor
19075,49,"['raccoon'; 'beetle']",beetle
19076,2,"['worm'; 'tractor']",worm
19077,18,"['bottle'; 'trout']",bottle
19078,31,"['butterfly'; 'mountain']",butterfly
19079,9,"['camel'; 'mouse']",camel
19080,39,"['lawn_mower'; 'flatfish']",lawn_mower
19081,33,"['mushroom'; 'chimpanzee']",chimpanzee
19082,31,"['butterfly'; 'mountain']",butterfly
19083,21,"['mouse'; 'woman']",woman
19084,56,"['willow_tree'; 'snail']",snail
19085,79,"['butterfly'; 'spider']",butterfly
19086,87,"['bus'; 'man']",man
19087,14,"['ray'; 'oak_tree']",oak_tree
19088,80,"['flatfish'; 'lion']",lion
19089,1,"['caterpillar'; 'maple_tree']",caterpillar
19090,52,"['pear'; 'forest']",pear
19091,72,"['palm_tree'; 'camel']",palm_tree
19092,59,"['mountain'; 'oak_tree']",mountain
19093,12,"['bear'; 'beetle']",bear
19094,4,"['palm_tree'; 'fox']",palm_tree
19095,81,"['mushroom'; 'bottle']",mushroom
19096,63,"['lion'; 'sweet_pepper']",lion
19097,16,"['train'; 'oak_tree']",train
19098,86,"['tank'; 'lizard']",tank
19099,55,"['bicycle'; 'skyscraper']",skyscraper
19100,52,"['forest'; 'pear']",pear
19101,98,"['pickup_truck'; 'pine_tree']",Pine tree
19102,98,"['pickup_truck'; 'pine_tree']",Pine tree
19103,44,"['flatfish'; 'cloud']",cloud
19104,36,"['clock'; 'woman']",clock
19105,71,"['lamp'; 'fox']",lamp
19106,26,"['pear'; 'crab']",pear
19107,64,"['tractor'; 'shark']",shark
19108,12,"['beetle'; 'bear']",bear
19109,81,"['mushroom'; 'bottle']",mushroom
19110,97,"['motorcycle'; 'crocodile']",crocodile
19111,95,"['oak_tree'; 'pear']",pear
19112,60,"['clock'; 'mushroom']",mushroom
19113,97,"['motorcycle'; 'crocodile']",crocodile
19114,1,"['caterpillar'; 'maple_tree']",maple_tree
19115,42,"['skyscraper'; 'cattle']",cattle
19116,93,"['table'; 'lion']",lion
19117,92,"['plain'; 'worm']",worm
19118,4,"['palm_tree'; 'fox']",palm_tree
19119,77,"['pine_tree'; 'tulip']",pine_tree
19120,21,"['woman'; 'mouse']",mouse
19121,61,"['woman'; 'whale']",woman
19122,14,"['ray'; 'oak_tree']",oak_tree
19123,88,"['ray'; 'camel']",camel
19124,35,"['orchid'; 'crocodile']",crocodile
19125,86,"['lizard'; 'tank']",lizard
19126,45,"['orange'; 'keyboard']",orange
19127,49,"['beetle'; 'raccoon']",beetle
19128,85,"['bus'; 'ray']",ray
19129,56,"['willow_tree'; 'snail']",snail
19130,36,"['clock'; 'woman']",woman
19131,22,"['lizard'; 'possum']",lizard
19132,20,"['poppy'; 'forest']",forest
19133,97,"['crocodile'; 'motorcycle']",crocodile
19134,57,"['fox'; 'worm']",fox
19135,76,"['lizard'; 'kangaroo']",lizard
19136,59,"['mountain'; 'oak_tree']",oak_tree
19137,33,"['mushroom'; 'chimpanzee']",chimpanzee
19138,86,"['tank'; 'lizard']",lizard
19139,73,"['shark'; 'chair']",chair
19140,25,"['tulip'; 'beaver']",tulip
19141,16,"['oak_tree'; 'train']",train
19142,83,"['couch'; 'oak_tree']",couch
19143,35,"['crocodile'; 'orchid']",crocodile
19144,56,"['snail'; 'willow_tree']",snail
19145,54,"['beaver'; 'keyboard']",beaver
19146,81,"['mushroom'; 'bottle']",mushroom
19147,21,"['mouse'; 'woman']",woman
19148,9,"['camel'; 'mouse']",camel
19149,68,"['sea'; 'bridge']",sea
19150,85,"['bus'; 'ray']",ray
19151,33,"['mushroom'; 'chimpanzee']",chimpanzee
19152,8,"['seal'; 'rose']",rose
19153,10,"['willow_tree'; 'squirrel']",squirrel
19154,8,"['rose'; 'seal']",seal
19155,72,"['camel'; 'palm_tree']",palm_tree
19156,25,"['beaver'; 'tulip']",tulip
19157,47,"['tank'; 'raccoon']",raccoon
19158,41,"['couch'; 'pine_tree']",pine_tree
19159,26,"['crab'; 'pear']",pear
19160,12,"['beetle'; 'bear']",bear
19161,65,"['can'; 'crab']",crab
19162,69,"['possum'; 'pickup_truck']",possum
19163,32,"['couch'; 'skunk']",couch
19164,1,"['maple_tree'; 'caterpillar']",maple_tree
19165,44,"['flatfish'; 'cloud']",cloud
19166,72,"['camel'; 'palm_tree']",palm_tree
19167,76,"['kangaroo'; 'lizard']",kangaroo
19168,92,"['worm'; 'plain']",worm
19169,85,"['ray'; 'bus']",bus
19170,26,"['crab'; 'pear']",pear
19171,89,"['bear'; 'bed']",bear
19172,27,"['oak_tree'; 'apple']",apple
19173,83,"['oak_tree'; 'couch']",couch
19174,26,"['pear'; 'crab']",pear
19175,73,"['chair'; 'shark']",chair
19176,74,"['man'; 'lawn_mower']",lawn_mower
19177,12,"['bear'; 'beetle']",bear
19178,53,"['pine_tree'; 'orchid']",pine_tree
19179,60,"['mushroom'; 'clock']",clock
19180,69,"['possum'; 'pickup_truck']",possum
19181,4,"['fox'; 'palm_tree']",palm_tree
19182,69,"['pickup_truck'; 'possum']",Pickup truck
19183,59,"['oak_tree'; 'mountain']",mountain
19184,83,"['oak_tree'; 'couch']",couch
19185,98,"['pickup_truck'; 'pine_tree']",Pine tree
19186,2,"['tractor'; 'worm']",tractor
19187,62,"['crocodile'; 'plain']",crocodile
19188,16,"['train'; 'oak_tree']",Oak tree
19189,26,"['pear'; 'crab']",pear
19190,52,"['pear'; 'forest']",pear
19191,4,"['fox'; 'palm_tree']",palm_tree
19192,62,"['plain'; 'crocodile']",crocodile
19193,40,"['tulip'; 'bear']",tulip
19194,67,"['man'; 'motorcycle']",motorcycle
19195,6,"['beetle'; 'castle']",castle
19196,89,"['bear'; 'bed']",bear
19197,18,"['trout'; 'bottle']",bottle
19198,57,"['fox'; 'worm']",fox
19199,65,"['can'; 'crab']",crab
19200,24,"['train'; 'lawn_mower']",train
19201,90,"['bus'; 'road']",bus
19202,47,"['tank'; 'raccoon']",raccoon
19203,69,"['possum'; 'pickup_truck']",possum
19204,50,"['bed'; 'otter']",bed
19205,54,"['keyboard'; 'beaver']",beaver
19206,34,"['chimpanzee'; 'baby']",chimpanzee
19207,83,"['couch'; 'oak_tree']",couch
19208,96,"['woman'; 'sea']",sea
19209,96,"['woman'; 'sea']",woman
19210,33,"['chimpanzee'; 'mushroom']",chimpanzee
19211,81,"['mushroom'; 'bottle']",mushroom
19212,30,"['orchid'; 'raccoon']",orchid
19213,13,"['cup'; 'bottle']",cup
19214,95,"['pear'; 'oak_tree']",oak_tree
19215,3,"['cup'; 'bed']",cup
19216,2,"['tractor'; 'worm']",worm
19217,79,"['butterfly'; 'spider']",butterfly
19218,0,"['train'; 'flatfish']",train
19219,86,"['tank'; 'lizard']",lizard
19220,65,"['crab'; 'can']",crab
19221,89,"['bed'; 'bear']",bear
19222,20,"['poppy'; 'forest']",forest
19223,92,"['worm'; 'plain']",worm
19224,26,"['crab'; 'pear']",pear
19225,30,"['orchid'; 'raccoon']",orchid
19226,41,"['couch'; 'pine_tree']",couch
19227,15,"['rose'; 'snail']",snail
19228,30,"['orchid'; 'raccoon']",orchid
19229,14,"['oak_tree'; 'ray']",Oak tree
19230,31,"['mountain'; 'butterfly']",butterfly
19231,91,"['mouse'; 'camel']",camel
19232,45,"['orange'; 'keyboard']",keyboard
19233,7,"['lawn_mower'; 'raccoon']",lawn_mower
19234,16,"['train'; 'oak_tree']",Oak tree
19235,14,"['oak_tree'; 'ray']",oak_tree
19236,32,"['couch'; 'skunk']",skunk
19237,94,"['boy'; 'lobster']",lobster
19238,42,"['cattle'; 'skyscraper']",skyscraper
19239,68,"['sea'; 'bridge']",sea
19240,56,"['willow_tree'; 'snail']",snail
19241,64,"['shark'; 'tractor']",tractor
19242,75,"['lizard'; 'boy']",boy
19243,53,"['pine_tree'; 'orchid']",pine_tree
19244,67,"['man'; 'motorcycle']",motorcycle
19245,0,"['flatfish'; 'train']",train
19246,56,"['willow_tree'; 'snail']",snail
19247,75,"['boy'; 'lizard']",lizard
19248,51,"['mouse'; 'bicycle']",bicycle
19249,32,"['skunk'; 'couch']",couch
19250,69,"['possum'; 'pickup_truck']",possum
19251,52,"['forest'; 'pear']",pear
19252,23,"['dinosaur'; 'mouse']",mouse
19253,41,"['pine_tree'; 'couch']",couch
19254,77,"['tulip'; 'pine_tree']",pine_tree
19255,53,"['orchid'; 'pine_tree']",pine_tree
19256,85,"['ray'; 'bus']",bus
19257,49,"['raccoon'; 'beetle']",raccoon
19258,37,"['cloud'; 'lawn_mower']",lawn_mower
19259,61,"['woman'; 'whale']",whale
19260,1,"['maple_tree'; 'caterpillar']",maple_tree
19261,59,"['oak_tree'; 'mountain']",mountain
19262,32,"['couch'; 'skunk']",skunk
19263,97,"['motorcycle'; 'crocodile']",crocodile
19264,6,"['castle'; 'beetle']",castle
19265,0,"['flatfish'; 'train']",train
19266,25,"['tulip'; 'beaver']",tulip
19267,70,"['cup'; 'road']",road
19268,39,"['lawn_mower'; 'flatfish']",lawn_mower
19269,55,"['skyscraper'; 'bicycle']",skyscraper
19270,38,"['rose'; 'sunflower']",rose
19271,98,"['pickup_truck'; 'pine_tree']",Pine tree
19272,7,"['lawn_mower'; 'raccoon']",lawn_mower
19273,36,"['woman'; 'clock']",clock
19274,55,"['bicycle'; 'skyscraper']",skyscraper
19275,12,"['bear'; 'beetle']",bear
19276,29,"['sunflower'; 'girl']",sunflower
19277,20,"['forest'; 'poppy']",forest
19278,21,"['mouse'; 'woman']",woman
19279,7,"['raccoon'; 'lawn_mower']",raccoon
19280,99,"['dinosaur'; 'rose']",rose
19281,11,"['poppy'; 'boy']",poppy
19282,21,"['mouse'; 'woman']",woman
19283,15,"['rose'; 'snail']",rose
19284,62,"['crocodile'; 'plain']",crocodile
19285,93,"['table'; 'lion']",lion
19286,32,"['skunk'; 'couch']",couch
19287,78,"['bus'; 'poppy']",poppy
19288,89,"['bear'; 'bed']",bear
19289,94,"['lobster'; 'boy']",lobster
19290,53,"['orchid'; 'pine_tree']",pine_tree
19291,93,"['table'; 'lion']",lion
19292,53,"['orchid'; 'pine_tree']",pine_tree
19293,37,"['lawn_mower'; 'cloud']",lawn_mower
19294,65,"['crab'; 'can']",can
19295,37,"['lawn_mower'; 'cloud']",lawn_mower
19296,38,"['sunflower'; 'rose']",sunflower
19297,76,"['lizard'; 'kangaroo']",lizard
19298,52,"['forest'; 'pear']",pear
19299,70,"['cup'; 'road']",road
19300,45,"['keyboard'; 'orange']",keyboard
19301,23,"['mouse'; 'dinosaur']",dinosaur
19302,41,"['pine_tree'; 'couch']",pine_tree
19303,39,"['flatfish'; 'lawn_mower']",lawn_mower
19304,37,"['cloud'; 'lawn_mower']",lawn_mower
19305,20,"['poppy'; 'forest']",forest
19306,15,"['rose'; 'snail']",rose
19307,44,"['cloud'; 'flatfish']",cloud
19308,90,"['bus'; 'road']",bus
19309,55,"['bicycle'; 'skyscraper']",skyscraper
19310,83,"['oak_tree'; 'couch']",oak_tree
19311,34,"['baby'; 'chimpanzee']",chimpanzee
19312,49,"['raccoon'; 'beetle']",raccoon
19313,6,"['beetle'; 'castle']",castle
19314,72,"['palm_tree'; 'camel']",palm_tree
19315,20,"['forest'; 'poppy']",poppy
19316,49,"['raccoon'; 'beetle']",raccoon
19317,5,"['apple'; 'bicycle']",apple
19318,64,"['shark'; 'tractor']",tractor
19319,89,"['bear'; 'bed']",bear
19320,66,"['kangaroo'; 'pear']",pear
19321,66,"['kangaroo'; 'pear']",pear
19322,1,"['caterpillar'; 'maple_tree']",caterpillar
19323,3,"['bed'; 'cup']",cup
19324,92,"['worm'; 'plain']",worm
19325,1,"['caterpillar'; 'maple_tree']",caterpillar
19326,66,"['pear'; 'kangaroo']",pear
19327,63,"['sweet_pepper'; 'lion']",lion
19328,9,"['mouse'; 'camel']",camel
19329,43,"['willow_tree'; 'bottle']",bottle
19330,33,"['mushroom'; 'chimpanzee']",chimpanzee
19331,33,"['chimpanzee'; 'mushroom']",mushroom
19332,52,"['pear'; 'forest']",pear
19333,29,"['sunflower'; 'girl']",sunflower
19334,51,"['bicycle'; 'mouse']",bicycle
19335,59,"['oak_tree'; 'mountain']",mountain
19336,48,"['bottle'; 'skunk']",skunk
19337,53,"['orchid'; 'pine_tree']",pine_tree
19338,89,"['bed'; 'bear']",bear
19339,21,"['mouse'; 'woman']",woman
19340,58,"['fox'; 'trout']",fox
19341,80,"['lion'; 'flatfish']",lion
19342,75,"['lizard'; 'boy']",boy
19343,48,"['skunk'; 'bottle']",skunk
19344,22,"['lizard'; 'possum']",lizard
19345,45,"['orange'; 'keyboard']",orange
19346,80,"['lion'; 'flatfish']",lion
19347,5,"['apple'; 'bicycle']",bicycle
19348,7,"['lawn_mower'; 'raccoon']",lawn_mower
19349,87,"['bus'; 'man']",bus
19350,74,"['lawn_mower'; 'man']",lawn_mower
19351,48,"['skunk'; 'bottle']",skunk
19352,93,"['lion'; 'table']",table
19353,95,"['pear'; 'oak_tree']",Oak tree
19354,20,"['poppy'; 'forest']",forest
19355,5,"['bicycle'; 'apple']",bicycle
19356,20,"['forest'; 'poppy']",forest
19357,39,"['flatfish'; 'lawn_mower']",lawn_mower
19358,6,"['beetle'; 'castle']",castle
19359,90,"['road'; 'bus']",bus
19360,58,"['fox'; 'trout']",fox
19361,94,"['boy'; 'lobster']",lobster
19362,9,"['mouse'; 'camel']",camel
19363,26,"['pear'; 'crab']",pear
19364,41,"['couch'; 'pine_tree']",pine_tree
19365,98,"['pine_tree'; 'pickup_truck']",pine_tree
19366,41,"['couch'; 'pine_tree']",pine_tree
19367,91,"['mouse'; 'camel']",camel
19368,80,"['lion'; 'flatfish']",flatfish
19369,72,"['camel'; 'palm_tree']",palm_tree
19370,89,"['bear'; 'bed']",bed
19371,76,"['kangaroo'; 'lizard']",kangaroo
19372,89,"['bear'; 'bed']",bear
19373,96,"['sea'; 'woman']",woman
19374,53,"['pine_tree'; 'orchid']",pine_tree
19375,35,"['orchid'; 'crocodile']",crocodile
19376,66,"['pear'; 'kangaroo']",pear
19377,14,"['ray'; 'oak_tree']",oak_tree
19378,77,"['tulip'; 'pine_tree']",tulip
19379,63,"['lion'; 'sweet_pepper']",lion
19380,68,"['sea'; 'bridge']",sea
19381,78,"['poppy'; 'bus']",poppy
19382,88,"['camel'; 'ray']",camel
19383,81,"['mushroom'; 'bottle']",mushroom
19384,59,"['oak_tree'; 'mountain']",mountain
19385,21,"['mouse'; 'woman']",mouse
19386,45,"['orange'; 'keyboard']",orange
19387,44,"['flatfish'; 'cloud']",cloud
19388,16,"['oak_tree'; 'train']",Oak tree
19389,77,"['tulip'; 'pine_tree']",pine_tree
19390,32,"['skunk'; 'couch']",couch
19391,76,"['kangaroo'; 'lizard']",kangaroo
19392,63,"['lion'; 'sweet_pepper']",sweet_pepper
19393,74,"['lawn_mower'; 'man']",lawn_mower
19394,49,"['raccoon'; 'beetle']",raccoon
19395,83,"['oak_tree'; 'couch']",Oak tree
19396,11,"['boy'; 'poppy']",poppy
19397,86,"['tank'; 'lizard']",lizard
19398,52,"['forest'; 'pear']",pear
19399,55,"['skyscraper'; 'bicycle']",bicycle
19400,81,"['bottle'; 'mushroom']",mushroom
19401,22,"['lizard'; 'possum']",lizard
19402,55,"['skyscraper'; 'bicycle']",skyscraper
19403,43,"['bottle'; 'willow_tree']",bottle
19404,20,"['forest'; 'poppy']",forest
19405,61,"['whale'; 'woman']",whale
19406,71,"['lamp'; 'fox']",lamp
19407,7,"['raccoon'; 'lawn_mower']",raccoon
19408,90,"['road'; 'bus']",bus
19409,23,"['dinosaur'; 'mouse']",dinosaur
19410,35,"['orchid'; 'crocodile']",crocodile
19411,94,"['lobster'; 'boy']",boy
19412,83,"['couch'; 'oak_tree']",couch
19413,36,"['clock'; 'woman']",woman
19414,78,"['bus'; 'poppy']",poppy
19415,96,"['woman'; 'sea']",woman
19416,34,"['baby'; 'chimpanzee']",chimpanzee
19417,23,"['dinosaur'; 'mouse']",dinosaur
19418,98,"['pine_tree'; 'pickup_truck']",pine_tree
19419,7,"['raccoon'; 'lawn_mower']",raccoon
19420,41,"['couch'; 'pine_tree']",Pine tree
19421,89,"['bear'; 'bed']",bear
19422,62,"['crocodile'; 'plain']",crocodile
19423,45,"['orange'; 'keyboard']",keyboard
19424,62,"['crocodile'; 'plain']",crocodile
19425,97,"['motorcycle'; 'crocodile']",crocodile
19426,94,"['lobster'; 'boy']",boy
19427,23,"['mouse'; 'dinosaur']",dinosaur
19428,70,"['cup'; 'road']",road
19429,80,"['lion'; 'flatfish']",lion
19430,81,"['mushroom'; 'bottle']",mushroom
19431,59,"['oak_tree'; 'mountain']",mountain
19432,7,"['lawn_mower'; 'raccoon']",lawn_mower
19433,3,"['cup'; 'bed']",cup
19434,22,"['lizard'; 'possum']",lizard
19435,84,"['pickup_truck'; 'maple_tree']",pickup_truck
19436,78,"['bus'; 'poppy']",poppy
19437,34,"['baby'; 'chimpanzee']",chimpanzee
19438,51,"['bicycle'; 'mouse']",bicycle
19439,64,"['shark'; 'tractor']",tractor
19440,34,"['chimpanzee'; 'baby']",chimpanzee
19441,90,"['bus'; 'road']",bus
19442,66,"['kangaroo'; 'pear']",pear
19443,86,"['tank'; 'lizard']",lizard
19444,20,"['forest'; 'poppy']",forest
19445,13,"['cup'; 'bottle']",cup
19446,10,"['squirrel'; 'willow_tree']",squirrel
19447,45,"['keyboard'; 'orange']",orange
19448,84,"['maple_tree'; 'pickup_truck']",maple_tree
19449,23,"['dinosaur'; 'mouse']",dinosaur
19450,40,"['tulip'; 'bear']",bear
19451,55,"['bicycle'; 'skyscraper']",skyscraper
19452,46,"['table'; 'orange']",orange
19453,38,"['sunflower'; 'rose']",rose
19454,98,"['pickup_truck'; 'pine_tree']",Pine tree
19455,42,"['skyscraper'; 'cattle']",cattle
19456,9,"['camel'; 'mouse']",mouse
19457,96,"['sea'; 'woman']",woman
19458,64,"['shark'; 'tractor']",tractor
19459,23,"['mouse'; 'dinosaur']",dinosaur
19460,96,"['sea'; 'woman']",woman
19461,91,"['camel'; 'mouse']",camel
19462,22,"['possum'; 'lizard']",possum
19463,72,"['camel'; 'palm_tree']",palm_tree
19464,66,"['pear'; 'kangaroo']",kangaroo
19465,5,"['apple'; 'bicycle']",bicycle
19466,60,"['clock'; 'mushroom']",mushroom
19467,80,"['flatfish'; 'lion']",lion
19468,57,"['worm'; 'fox']",fox
19469,3,"['bed'; 'cup']",cup
19470,10,"['willow_tree'; 'squirrel']",squirrel
19471,55,"['bicycle'; 'skyscraper']",skyscraper
19472,77,"['tulip'; 'pine_tree']",pine_tree
19473,5,"['bicycle'; 'apple']",apple
19474,59,"['mountain'; 'oak_tree']",mountain
19475,50,"['otter'; 'bed']",bed
19476,75,"['lizard'; 'boy']",lizard
19477,10,"['squirrel'; 'willow_tree']",squirrel
19478,27,"['apple'; 'oak_tree']",apple
19479,14,"['oak_tree'; 'ray']",oak_tree
19480,3,"['bed'; 'cup']",cup
19481,64,"['tractor'; 'shark']",tractor
19482,40,"['tulip'; 'bear']",bear
19483,47,"['tank'; 'raccoon']",raccoon
19484,53,"['orchid'; 'pine_tree']",pine_tree
19485,36,"['clock'; 'woman']",woman
19486,49,"['beetle'; 'raccoon']",beetle
19487,45,"['keyboard'; 'orange']",keyboard
19488,28,"['rabbit'; 'wolf']",rabbit
19489,78,"['bus'; 'poppy']",poppy
19490,31,"['butterfly'; 'mountain']",butterfly
19491,66,"['pear'; 'kangaroo']",kangaroo
19492,18,"['trout'; 'bottle']",bottle
19493,44,"['cloud'; 'flatfish']",cloud
19494,60,"['mushroom'; 'clock']",clock
19495,54,"['keyboard'; 'beaver']",beaver
19496,14,"['oak_tree'; 'ray']",oak_tree
19497,6,"['beetle'; 'castle']",castle
19498,19,"['road'; 'motorcycle']",motorcycle
19499,74,"['man'; 'lawn_mower']",man
19500,71,"['fox'; 'lamp']",lamp
19501,26,"['crab'; 'pear']",crab
19502,58,"['trout'; 'fox']",fox
19503,10,"['willow_tree'; 'squirrel']",squirrel
19504,24,"['train'; 'lawn_mower']",train
19505,88,"['camel'; 'ray']",ray
19506,97,"['crocodile'; 'motorcycle']",crocodile
19507,51,"['mouse'; 'bicycle']",bicycle
19508,98,"['pickup_truck'; 'pine_tree']",Pine tree
19509,30,"['raccoon'; 'orchid']",orchid
19510,69,"['pickup_truck'; 'possum']",possum
19511,8,"['seal'; 'rose']",rose
19512,87,"['man'; 'bus']",bus
19513,43,"['bottle'; 'willow_tree']",bottle
19514,50,"['bed'; 'otter']",otter
